# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
 2061       2.247640456502e+02       5.812645705246e+00       4.966187626755e-02      -1.287984036864e+01       2.103252040901e-09       5.488249283187e-07      -2.386842211595e-08 
 2062       2.244550643399e+02       5.779793363941e+00       4.961483637497e-02      -1.274725614350e+01       2.101600737046e-09       5.472309848993e-07      -2.334752539187e-08 
 2063       2.241383905970e+02       5.747598161386e+00       4.956771041951e-02      -1.261407445112e+01       2.099950393590e-09       5.456342228509e-07      -2.282186334529e-08 
 2064       2.238139656904e+02       5.716070075508e+00       4.952049555406e-02      -1.248034409378e+01       2.098300910931e-09       5.440352137910e-07      -2.229089000048e-08 
 2065       2.234817504902e+02       5.685217268895e+00       4.947318933811e-02      -1.234611266243e+01       2.096652212925e-09       5.424343547488e-07      -2.175416134918e-08 
 2066       2.231417849240e+02       5.655040530341e+00       4.942579099419e-02      -1.221142231398e+01       2.095004320601e-09       5.408313323902e-07      -2.121165179429e-08 
 2067       2.227941289417e+02       5.625538793973e+00       4.937830016034e-02      -1.207631396453e+01       2.093357279483e-09       5.392256531144e-07      -2.066344105438e-08 
 2068       2.224388427850e+02       5.596710983723e+00       4.933071647309e-02      -1.194082869087e+01       2.091711135236e-09       5.376168204369e-07      -2.010960939338e-08 
 2069       2.220759869887e+02       5.568556013308e+00       4.928303956754e-02      -1.180500773068e+01       2.090065933671e-09       5.360043349817e-07      -1.955023762197e-08 
 2070       2.217056223802e+02       5.541072786217e+00       4.923526907730e-02      -1.166889248269e+01       2.088421720741e-09       5.343876944747e-07      -1.898540709899e-08 
 2071       2.213278100806e+02       5.514260195697e+00       4.918740463452e-02      -1.153252450693e+01       2.086778542540e-09       5.327663937367e-07      -1.841519973276e-08 
 2072       2.209426115047e+02       5.488117124737e+00       4.913944586986e-02      -1.139594552486e+01       2.085136445310e-09       5.311399246760e-07      -1.783969798252e-08 
 2073       2.205500883613e+02       5.462642446053e+00       4.909139241251e-02      -1.125919741962e+01       2.083495475433e-09       5.295077762816e-07      -1.725898485979e-08 
 2074       2.201503026539e+02       5.437835022077e+00       4.904324389020e-02      -1.112232223621e+01       2.081855679436e-09       5.278694346163e-07      -1.667314392976e-08 
 2075       2.197433166809e+02       5.413693704934e+00       4.899499992916e-02      -1.098536218165e+01       2.080217103990e-09       5.262243828093e-07      -1.608225931267e-08 
 2076       2.193291930358e+02       5.390217336435e+00       4.894666015415e-02      -1.084835962524e+01       2.078579795909e-09       5.245721010496e-07      -1.548641568521e-08 
 2077       2.189079946081e+02       5.367404748059e+00       4.889822418842e-02      -1.071135709869e+01       2.076943802152e-09       5.229120665782e-07      -1.488569828192e-08 
 2078       2.184797845829e+02       5.345254760937e+00       4.884969165378e-02      -1.057439729635e+01       2.075309169822e-09       5.212437536820e-07      -1.428019289654e-08 
 2079       2.180446264421e+02       5.323766185839e+00       4.880106217050e-02      -1.043752307541e+01       2.073675946165e-09       5.195666336857e-07      -1.366998588345e-08 
 2080       2.176025839641e+02       5.302937823160e+00       4.875233535741e-02      -1.030077745607e+01       2.072044178574e-09       5.178801749456e-07      -1.305516415904e-08 
 2081       2.171537212247e+02       5.282768462901e+00       4.870351083181e-02      -1.016420362175e+01       2.070413914583e-09       5.161838428418e-07      -1.243581520311e-08 
