    2       9.819443363963e+02       3.066030121606e-02       1.875602636892e-06       2.693994301968e+00       5.139408982609e-08       2.810290753989e-03      -1.236399001265e-05 
    3       9.297405301220e+02       3.956822229177e-02       3.751891376417e-06       3.014188589775e+00       6.302840761982e-08       2.767341879596e-03      -1.331003306934e-05 
    4       8.827101472953e+02       3.464500781066e-02       6.254664227805e-06       2.803163111717e+00       7.266600041785e-08       2.676759481842e-03      -1.138473396514e-05 
    5       8.484674362940e+02       2.344017421587e-02       9.384800878796e-06       2.374445001976e+00       8.102280343839e-08       2.569847273992e-03      -7.932274993300e-06 
    6       8.256651537379e+02       1.325156337243e-02       1.314337149594e-05       1.902417525440e+00       8.829774831121e-08       2.458860824324e-03      -4.089569810361e-06 
    7       8.116398519763e+02       7.141038223881e-03       1.753161831484e-05       1.485887726436e+00       9.469483982713e-08       2.351325450777e-03      -7.510829814770e-07 
    8       8.042822909831e+02       4.524978664546e-03       2.255093471444e-05       1.167261681775e+00       1.003650363844e-07       2.250248815309e-03       1.531590461284e-06 
    9       8.014525968721e+02       3.603106731593e-03       2.820284234653e-05       9.551803968035e-01       1.054122090880e-07       2.155200367214e-03       2.569470776528e-06 
   10       8.024345348784e+02       3.097029640915e-03       3.448896693547e-05       8.382590095774e-01       1.099162709830e-07       2.065994170746e-03       2.491979784100e-06 
   11       8.060773779935e+02       2.629573566355e-03       4.141101338775e-05       7.953003983780e-01       1.127146716404e-07       2.006140467997e-03       1.655257189279e-06 
   12       8.115499196658e+02       2.295137312451e-03       4.897074085425e-05       8.037190549594e-01       1.163390244795e-07       1.931059456324e-03       4.869018075195e-07 
   13       8.190392605965e+02       2.191980378235e-03       5.716993837096e-05       8.434406952463e-01       1.195789842026e-07       1.855717935834e-03      -6.200363589426e-07 
   14       8.277071046091e+02       2.277114783852e-03       6.601040166715e-05       8.984896517444e-01       1.224784446078e-07       1.788399560815e-03      -1.374618687318e-06 
   15       8.372559338023e+02       2.460429022714e-03       7.549391167456e-05       9.590515823778e-01       1.250742201858e-07       1.724352724671e-03      -1.665764155809e-06 
   16       8.479279334073e+02       2.711347088661e-03       8.562221519998e-05       1.020341396712e+00       1.273977081476e-07       1.659628091133e-03      -1.540388080563e-06 
   17       8.592911843908e+02       3.065359952048e-03       9.639700813862e-05       1.081321417246e+00       1.294759528394e-07       1.601393856530e-03      -1.135985764496e-06 
   18       8.713150934950e+02       3.568509473756e-03       1.078199204584e-04       1.143391306248e+00       1.312828499770e-07       1.546280564379e-03      -6.552054654883e-07 
   19       8.840297793711e+02       4.229231594556e-03       1.198925104985e-04       1.208167510755e+00       1.329874996897e-07       1.494406976973e-03      -2.469800203751e-07 
   20       8.970467843261e+02       5.037605910651e-03       1.326162453199e-04       1.277011852716e+00       1.344511711422e-07       1.444980215822e-03      -4.880858268949e-08 
