    2       9.523518563707e+02       3.040242961721e-02       1.906842306504e-06       2.754510670318e+00       5.293388838286e-08       2.639715381390e-03      -1.241191127706e-05 
    3       9.024483900509e+02       3.938537335827e-02       3.814283199319e-06       3.068896451317e+00       6.482535391436e-08       2.561519619093e-03      -1.339756296032e-05 
    4       8.591858954302e+02       3.475846246344e-02       6.358462001812e-06       2.841143654517e+00       7.470132775979e-08       2.458971078869e-03      -1.154386209113e-05 
    5       8.283862443636e+02       2.373822069771e-02       9.540157792046e-06       2.397036672450e+00       8.325802868995e-08       2.349824668128e-03      -8.158477674632e-06 
    6       8.084156423703e+02       1.352283350299e-02       1.336032810183e-05       1.913876450771e+00       9.070357987112e-08       2.240367299334e-03      -4.350242081216e-06 
    7       7.965230060863e+02       7.280037073991e-03       1.782009825515e-05       1.490212631730e+00       9.724767416724e-08       2.135385976262e-03      -1.000887086294e-06 
    8       7.909053804163e+02       4.557911163081e-03       2.292074879844e-05       1.167167643067e+00       1.030392526594e-07       2.037691078872e-03       1.335086928770e-06 
    9       7.897186152428e+02       3.603360264632e-03       2.866370115510e-05       9.521751019466e-01       1.081855009789e-07       1.947372078788e-03       2.452469488588e-06 
   10       7.916266628563e+02       3.107660746510e-03       3.505050166508e-05       8.336577055488e-01       1.127718398429e-07       1.863666488870e-03       2.457149480568e-06 
   11       7.961600421127e+02       2.649145667107e-03       4.208280420114e-05       7.903691959590e-01       1.155918340967e-07       1.813349534156e-03       1.686088593715e-06 
   12       8.027377990061e+02       2.306507003853e-03       4.976235158419e-05       7.986816178692e-01       1.192782222569e-07       1.736077411951e-03       5.375756116733e-07 
   13       8.108099643708e+02       2.188390018798e-03       5.809095605177e-05       8.378667673022e-01       1.225707243133e-07       1.672442991745e-03      -5.711810369570e-07 
   14       8.198994807472e+02       2.263935500253e-03       6.707047906301e-05       8.924239686664e-01       1.255145779794e-07       1.606518126378e-03      -1.368797690085e-06 
   15       8.300532392970e+02       2.442690539089e-03       7.670281075102e-05       9.526392253799e-01       1.281476901915e-07       1.543449819424e-03      -1.716746787729e-06 
   16       8.412012660606e+02       2.685237611170e-03       8.698984935647e-05       1.013508172355e+00       1.305023728510e-07       1.486457941410e-03      -1.632386733718e-06 
   17       8.527809647074e+02       3.021525027997e-03       9.793348099345e-05       1.073629298945e+00       1.326064834555e-07       1.435423283813e-03      -1.249300572802e-06 
   18       8.650339565259e+02       3.500834295679e-03       1.095355602050e-04       1.134644057421e+00       1.344331466590e-07       1.387267020002e-03      -7.630548002744e-07 
   19       8.780070240305e+02       4.135766529581e-03       1.217978910011e-04       1.198347863726e+00       1.361561552382e-07       1.341389605952e-03      -3.251508764431e-07 
   20       8.912227802405e+02       4.920109305076e-03       1.347222105307e-04       1.266210447412e+00       1.376332019347e-07       1.295270704683e-03      -8.513627818486e-08 
   21       9.048386702522e+02       5.845262671590e-03       1.483101738803e-04       1.338285976204e+00       1.389556742229e-07       1.251598580416e-03      -7.750487400280e-08 
   22       9.189724665704e+02       6.899769660382e-03       1.625633381674e-04       1.413595295671e+00       1.400952010713e-07       1.213101847781e-03      -2.621987164535e-07 
   23       9.335049319802e+02       8.086081257921e-03       1.774831585239e-04       1.489898186197e+00       1.411292310325e-07       1.178156968644e-03      -5.641516379150e-07 
   24       9.481230908210e+02       9.409251529975e-03       1.930709692936e-04       1.564143117001e+00       1.420108487150e-07       1.142237143513e-03      -8.712492554787e-07 
   25       9.629648774852e+02       1.086835779931e-02       2.093279863967e-04       1.633841381677e+00       1.427760727221e-07       1.106634461652e-03      -1.104052162568e-06 
   26       9.782000855544e+02       1.246165473025e-02       2.262552941979e-04       1.696721242007e+00       1.433802938847e-07       1.074028728479e-03      -1.196666335331e-06 
   27       9.938732926344e+02       1.419947794430e-02       2.438538800619e-04       1.752022979668e+00       1.439220991837e-07       1.044925532280e-03      -1.150953192756e-06 
   28       1.009848527304e+03       1.609759414858e-02       2.621245893166e-04       1.799584265905e+00       1.444295576891e-07       1.017745490116e-03      -1.010974755719e-06 
   29       1.025887033932e+03       1.817239253670e-02       2.810681268747e-04       1.839490633686e+00       1.447915361949e-07       9.898753030245e-04      -8.409947106592e-07 
   30       1.042036641608e+03       2.043356525318e-02       3.006851450692e-04       1.872187344525e+00       1.450646387784e-07       9.620780779952e-04      -6.822120736916e-07 
   31       1.058371111675e+03       2.288854155140e-02       3.209761736317e-04       1.898451730464e+00       1.452881297775e-07       9.361666510234e-04      -5.772042934694e-07 
   32       1.074903866132e+03       2.554416439810e-02       3.419416189459e-04       1.919041012360e+00       1.454157022006e-07       9.135447784865e-04      -5.676205524453e-07 
   33       1.091674738183e+03       2.840622749699e-02       3.635818726426e-04       1.933472371896e+00       1.454880813898e-07       8.938557165464e-04      -6.409403050250e-07 
   34       1.108678934296e+03       3.147966040825e-02       3.858972317788e-04       1.940786636800e+00       1.455141215765e-07       8.754020755176e-04      -7.546897550370e-07 
   35       1.125868613373e+03       3.476912943935e-02       4.088879090154e-04       1.939948383368e+00       1.454421655083e-07       8.560053793082e-04      -8.579770145172e-07 
   36       1.143266927310e+03       3.828093110544e-02       4.325541851589e-04       1.930181986261e+00       1.453197524561e-07       8.357283599347e-04      -9.344884041683e-07 
   37       1.160882064576e+03       4.202169824537e-02       4.568963044379e-04       1.910737904656e+00       1.451926676543e-07       8.153047957896e-04      -9.782786317705e-07 
   38       1.178669808766e+03       4.599787931868e-02       4.819144321878e-04       1.880797180787e+00       1.450449154928e-07       7.954444405209e-04      -9.833079499684e-07 
